-1.95 0 0
-1.85 0 0
-1.75 0 0
-1.65 0 0
-1.55 46.9329 0.029755
-1.45 66.2636 0.0341333
-1.35 66.2505 0.0359823
-1.25 66.1927 0.0467755
-1.15 66.2611 0.0445118
-1.05 66.2742 0.0451874
-0.95 66.3182 0.0417524
-0.85 66.4265 0.0320551
-0.75 66.5467 0.0342136
-0.65 66.7824 0.0334579
-0.55 66.9207 0.0360629
-0.45 67.0538 0.0357893
-0.35 67.2604 0.039681
-0.25 67.4607 0.0284355
-0.15 67.3782 0.0340955
-0.05 67.5336 0.0320044
0.05 67.4774 0.0329049
0.15 67.4373 0.0334231
0.25 67.3922 0.0298489
0.35 67.2623 0.0407902
0.45 67.0736 0.0410536
0.55 66.8826 0.0439734
0.65 66.7268 0.0280418
0.75 66.5798 0.0392057
0.85 66.4917 0.0346047
0.95 66.355 0.0385529
1.05 66.2334 0.0314645
1.15 66.1895 0.038803
1.25 66.1897 0.0388595
1.35 66.2594 0.0327216
1.45 66.2595 0.0362202
1.55 66.342 0.0370024
1.65 66.4364 0.0365271
1.75 66.6005 0.0343017
1.85 66.6183 0.0422844
1.95 66.7168 0.0424356
2.05 66.8106 0.0332864
2.15 66.942 0.0308843
2.25 67.0503 0.0373343
2.35 67.0632 0.0467063
2.45 67.1607 0.0420867
2.55 67.2142 0.0272434
2.65 67.2656 0.0408453
2.75 67.2938 0.0381666
2.85 67.3481 0.0372757
2.95 67.3543 0.0322784
3.05 67.3573 0.041287
3.15 67.3357 0.0370624
3.25 67.3436 0.0308194
3.35 67.3033 0.0283198
3.45 67.2864 0.0360507
3.55 67.3026 0.0406838
3.65 67.2947 0.0324975
3.75 67.1497 0.0337598
3.85 67.0852 0.0411446
3.95 67.0787 0.0344301
4.05 67.0097 0.0297821
4.15 66.917 0.0363185
4.25 66.8203 0.034707
4.35 66.7137 0.0410144
4.45 66.5985 0.0288465
4.55 66.4763 0.0352
4.65 66.4648 0.0421153
4.75 8.23014 0.0113259
4.85 0 0
4.95 0 0
