-1.95 0 0
-1.85 0 0
-1.75 0 0
-1.65 0 0
-1.55 225.663 0.0831533
-1.45 318.733 0.102867
-1.35 318.875 0.10676
-1.25 318.892 0.117464
-1.15 318.932 0.0937751
-1.05 318.948 0.0948347
-0.95 318.772 0.0937324
-0.85 318.977 0.112533
-0.75 318.902 0.0740116
-0.65 318.879 0.10125
-0.55 318.994 0.0994432
-0.45 318.801 0.105236
-0.35 318.869 0.122898
-0.25 318.95 0.127043
-0.15 319.098 0.120835
-0.05 318.837 0.118251
0.05 319.032 0.112492
0.15 318.968 0.0942446
0.25 318.845 0.131657
0.35 319.054 0.0977848
0.45 318.849 0.116945
0.55 319.037 0.130612
0.65 318.893 0.126812
0.75 319.004 0.114801
0.85 318.744 0.137319
0.95 318.924 0.11824
1.05 318.828 0.119525
1.15 318.796 0.116006
1.25 319.019 0.105401
1.35 318.874 0.101397
1.45 318.874 0.119785
1.55 318.922 0.109752
1.65 318.799 0.113063
1.75 319.038 0.121
1.85 318.942 0.118631
1.95 318.862 0.113334
2.05 318.924 0.111644
2.15 318.893 0.128537
2.25 319.008 0.0977906
2.35 319.09 0.123793
2.45 318.73 0.108526
2.55 318.709 0.114801
2.65 318.949 0.101669
2.75 318.846 0.121509
2.85 319.025 0.125669
2.95 319.02 0.109882
3.05 318.93 0.122411
3.15 319.002 0.109198
3.25 318.911 0.141518
3.35 318.937 0.115189
3.45 318.834 0.125109
3.55 318.966 0.130011
3.65 318.855 0.110068
3.75 318.922 0.11767
3.85 319.043 0.106954
3.95 318.867 0.148605
4.05 318.903 0.104958
4.15 318.951 0.101099
4.25 319.013 0.110471
4.35 318.948 0.123301
4.45 318.925 0.0979212
4.55 318.832 0.113122
4.65 318.945 0.102375
4.75 39.5234 0.0318969
4.85 0 0
4.95 0 0
