-1.95 0 0
-1.85 0 0
-1.75 0 0
-1.65 0 0
-1.55 56.8519 0.0231447
-1.45 80.2079 0.0315436
-1.35 80.1472 0.0277624
-1.25 80.1042 0.0245833
-1.15 80.0952 0.0201637
-1.05 80.1107 0.0166685
-0.95 80.2283 0.0271635
-0.85 80.3014 0.0210083
-0.75 80.4588 0.0224724
-0.65 80.6526 0.0226591
-0.55 80.8227 0.0210544
-0.45 81.0218 0.0214285
-0.35 81.2134 0.0190772
-0.25 81.3326 0.0195011
-0.15 81.4338 0.0214443
-0.05 81.5037 0.0243881
0.05 81.5022 0.0234056
0.15 81.4697 0.0213076
0.25 81.3559 0.0240238
0.35 81.1894 0.0186411
0.45 81.0414 0.0232928
0.55 80.8601 0.0296516
0.65 80.6402 0.0264829
0.75 80.4323 0.021196
0.85 80.2941 0.0281166
0.95 80.2177 0.0329439
1.05 80.1265 0.0206444
1.15 80.099 0.0291378
1.25 80.1401 0.0352736
1.35 80.152 0.0225937
1.45 80.1932 0.0161562
1.55 80.3419 0.0240074
1.65 80.4167 0.0277836
1.75 80.5142 0.023491
1.85 80.6521 0.0225382
1.95 80.7531 0.0197507
2.05 80.8704 0.0245278
2.15 80.9176 0.0222513
2.25 81.0031 0.0200255
2.35 81.0496 0.0210486
2.45 81.1061 0.020821
2.55 81.18 0.0309113
2.65 81.1813 0.0196975
2.75 81.2068 0.0350204
2.85 81.1997 0.0215238
2.95 81.2202 0.0221171
3.05 81.1923 0.0191885
3.15 81.2589 0.0296315
3.25 81.2125 0.02157
3.35 81.19 0.020474
3.45 81.1963 0.0291368
3.55 81.169 0.0197003
3.65 81.1621 0.0193702
3.75 81.1282 0.0169025
3.85 81.1416 0.0263255
3.95 81.1188 0.0393882
4.05 80.9873 0.0297225
4.15 80.9462 0.0421529
4.25 80.8641 0.0285977
4.35 80.7184 0.0227564
4.45 80.6464 0.0306534
4.55 80.5554 0.0388007
4.65 80.3959 0.0284637
4.75 9.95419 0.00573757
4.85 0 0
4.95 0 0
