-1.95 0 0
-1.85 0 0
-1.75 0 0
-1.65 0 0
-1.55 228.878 0.0754912
-1.45 323.395 0.102211
-1.35 323.356 0.0956231
-1.25 323.374 0.089714
-1.15 323.292 0.103881
-1.05 323.404 0.0840656
-0.95 323.531 0.0826214
-0.85 323.391 0.102171
-0.75 323.535 0.0971358
-0.65 323.563 0.0885619
-0.55 323.627 0.0929898
-0.45 323.609 0.124392
-0.35 323.457 0.0931769
-0.25 323.612 0.0906587
-0.15 323.526 0.0983118
-0.05 323.399 0.106477
0.05 323.463 0.10483
0.15 323.64 0.0986537
0.25 323.421 0.0795059
0.35 323.464 0.101145
0.45 323.528 0.0917942
0.55 323.553 0.0930166
0.65 323.585 0.0930278
0.75 323.564 0.0903893
0.85 323.457 0.0937538
0.95 323.342 0.0865108
1.05 323.381 0.105167
1.15 323.513 0.105073
1.25 323.302 0.0993501
1.35 323.372 0.107609
1.45 323.448 0.0908511
1.55 323.44 0.0803523
1.65 323.442 0.0967027
1.75 323.383 0.0919006
1.85 323.44 0.0899412
1.95 323.36 0.0917949
2.05 323.466 0.0901572
2.15 323.538 0.0984337
2.25 323.605 0.0863954
2.35 323.503 0.0973491
2.45 323.444 0.104174
2.55 323.46 0.101919
2.65 323.348 0.098428
2.75 323.432 0.0835875
2.85 323.597 0.100716
2.95 323.495 0.0919562
3.05 323.646 0.0888679
3.15 323.6 0.0932413
3.25 323.602 0.0985983
3.35 323.378 0.0842802
3.45 323.515 0.101876
3.55 323.517 0.10219
3.65 323.603 0.0910729
3.75 323.569 0.113305
3.85 323.484 0.0882922
3.95 323.482 0.0968043
4.05 323.457 0.100082
4.15 323.36 0.0951208
4.25 323.391 0.0793541
4.35 323.39 0.0971961
4.45 323.391 0.0847463
4.55 323.45 0.0944084
4.65 323.41 0.0941622
4.75 40.0729 0.0239498
4.85 0 0
4.95 0 0
