-1.95 0 0
-1.85 0 0
-1.75 0 0
-1.65 0 0
-1.55 56.8828 0.0308169
-1.45 80.3261 0.0434364
-1.35 80.2713 0.057839
-1.25 80.2369 0.0503681
-1.15 80.266 0.0348993
-1.05 80.3169 0.0410044
-0.95 80.3425 0.056732
-0.85 80.5058 0.0486907
-0.75 80.5667 0.0419027
-0.65 80.6911 0.0518577
-0.55 80.9816 0.0436695
-0.45 81.222 0.0419881
-0.35 81.3325 0.0450612
-0.25 81.4798 0.0426156
-0.15 81.5522 0.0422508
-0.05 81.5862 0.0566745
0.05 81.6564 0.0386846
0.15 81.5792 0.0441518
0.25 81.4624 0.035838
0.35 81.335 0.0454387
0.45 81.2418 0.0389872
0.55 80.9246 0.0609484
0.65 80.7206 0.0370632
0.75 80.618 0.0430695
0.85 80.5126 0.0519866
0.95 80.2864 0.0409922
1.05 80.2905 0.0366143
1.15 80.2416 0.0450358
1.25 80.2353 0.0510922
1.35 80.2252 0.0325959
1.45 80.3564 0.0344531
1.55 80.4499 0.0341997
1.65 80.5505 0.0348572
1.75 80.6527 0.0406392
1.85 80.7885 0.0477697
1.95 80.8378 0.0496348
2.05 80.8975 0.0422423
2.15 81.011 0.0392133
2.25 81.1179 0.0454222
2.35 81.142 0.0582676
2.45 81.2277 0.0454079
2.55 81.2885 0.0376464
2.65 81.3116 0.0478657
2.75 81.3983 0.045451
2.85 81.3988 0.040746
2.95 81.4218 0.0359513
3.05 81.4029 0.0491653
3.15 81.3978 0.0392938
3.25 81.4643 0.0508734
3.35 81.4197 0.046521
3.45 81.4113 0.0446019
3.55 81.2802 0.0530069
3.65 81.3247 0.0469812
3.75 81.2859 0.0650995
3.85 81.224 0.0452864
3.95 81.1968 0.0511677
4.05 81.069 0.0530437
4.15 80.9717 0.0330194
4.25 80.9565 0.0403606
4.35 80.8413 0.049796
4.45 80.6373 0.0382338
4.55 80.5668 0.0369987
4.65 80.4975 0.0431338
4.75 9.9694 0.0161439
4.85 0 0
4.95 0 0
