-1.95 0 0
-1.85 0 0
-1.75 0 0
-1.65 0 0
-1.55 185.94 0.0675818
-1.45 262.521 0.0981462
-1.35 262.534 0.117348
-1.25 262.592 0.0979685
-1.15 262.605 0.102319
-1.05 262.664 0.105081
-0.95 262.662 0.117386
-0.85 262.76 0.0922851
-0.75 262.814 0.124775
-0.65 262.897 0.0962396
-0.55 262.995 0.0909597
-0.45 263.028 0.0813527
-0.35 263.003 0.0710588
-0.25 263.092 0.0836552
-0.15 262.977 0.101711
-0.05 263.022 0.0821955
0.05 263.042 0.100621
0.15 263.093 0.0996608
0.25 263.174 0.107684
0.35 263.009 0.110594
0.45 263.038 0.117512
0.55 263.005 0.0928712
0.65 262.722 0.0943543
0.75 262.759 0.0980915
0.85 262.642 0.0935532
0.95 262.69 0.088834
1.05 262.662 0.0785724
1.15 262.536 0.080367
1.25 262.397 0.0837046
1.35 262.465 0.106907
1.45 262.539 0.108346
1.55 262.556 0.108
1.65 262.518 0.087136
1.75 262.624 0.0926704
1.85 262.763 0.112426
1.95 262.729 0.0947906
2.05 262.66 0.092577
2.15 262.855 0.103804
2.25 262.552 0.117331
2.35 262.681 0.102534
2.45 262.823 0.0933942
2.55 262.999 0.111721
2.65 263.034 0.0765491
2.75 263.115 0.10047
2.85 263.047 0.119055
2.95 262.898 0.131981
3.05 262.946 0.114237
3.15 263.04 0.0986107
3.25 262.933 0.105843
3.35 263.173 0.0793373
3.45 262.97 0.0920505
3.55 262.968 0.111938
3.65 262.829 0.0957989
3.75 262.864 0.0974318
3.85 262.855 0.0932569
3.95 262.667 0.106584
4.05 262.632 0.0964922
4.15 262.739 0.102433
4.25 262.665 0.0929586
4.35 262.62 0.0864627
4.45 262.433 0.0779479
4.55 262.615 0.090169
4.65 262.509 0.0943124
4.75 32.5216 0.0282606
4.85 0 0
4.95 0 0
