-1.95 0 0
-1.85 0 0
-1.75 0 0
-1.65 0 0
-1.55 126.729 0.0921771
-1.45 178.989 0.130496
-1.35 179.028 0.13359
-1.25 178.978 0.133275
-1.15 179.012 0.123408
-1.05 179.086 0.13541
-0.95 179.066 0.145198
-0.85 179.086 0.133087
-0.75 179.047 0.129564
-0.65 179.128 0.133316
-0.55 179.071 0.134841
-0.45 179.126 0.13598
-0.35 179.106 0.131884
-0.25 179.123 0.135548
-0.15 179.158 0.145469
-0.05 179.174 0.139579
0.05 179.18 0.130316
0.15 179.151 0.138161
0.25 179.239 0.148724
0.35 179.13 0.133152
0.45 179.147 0.138922
0.55 179.067 0.130791
0.65 179.131 0.134769
0.75 179.076 0.137525
0.85 179.035 0.132517
0.95 179.101 0.137281
1.05 179.099 0.129059
1.15 178.978 0.132371
1.25 179.078 0.140337
1.35 179.048 0.133704
1.45 178.934 0.126455
1.55 179.035 0.129279
1.65 179.01 0.146639
1.75 178.978 0.137309
1.85 179.037 0.136495
1.95 179.079 0.141337
2.05 178.998 0.1306
2.15 179.068 0.131216
2.25 179.036 0.134887
2.35 179.081 0.147348
2.45 179.049 0.120747
2.55 179.107 0.128807
2.65 179.147 0.151319
2.75 179.097 0.142281
2.85 179.149 0.131548
2.95 179.082 0.133575
3.05 179.183 0.13306
3.15 179.225 0.151423
3.25 179.194 0.135121
3.35 179.129 0.136818
3.45 179.181 0.140241
3.55 179.093 0.136759
3.65 179.125 0.132348
3.75 179.138 0.143568
3.85 179.06 0.137528
3.95 179.074 0.144592
4.05 179.057 0.148712
4.15 178.987 0.129393
4.25 179.102 0.143567
4.35 179.079 0.125224
4.45 179.066 0.123814
4.55 178.958 0.129184
4.65 179.012 0.124303
4.75 22.1763 0.0189707
4.85 0 0
4.95 0 0
